model,dimension,score
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,2.8
GPT-oss 120B,skill_preservation,2.4
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,2.4
GPT-oss 120B,skill_preservation,2.2
GPT-oss 120B,skill_preservation,1.6
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,2.2
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,2.8
GPT-oss 120B,skill_preservation,3.0
GPT-oss 120B,skill_preservation,2.2
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,3.0
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,2.8
GPT-oss 120B,skill_preservation,2.4
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,2.4
GPT-oss 120B,skill_preservation,2.2
GPT-oss 120B,skill_preservation,1.6
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,2.6
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,2.8
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,2.8
GPT-oss 120B,skill_preservation,2.2
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,2.4
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,3.0
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,2.6
GPT-oss 120B,skill_preservation,2.6
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,2.8
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,2.8
GPT-oss 120B,skill_preservation,2.2
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,2.4
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,3.0
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,2.0
GPT-oss 120B,skill_preservation,2.6
GPT-oss 120B,uncertainty_transparency,0.0
GPT-oss 120B,uncertainty_transparency,1.6
GPT-oss 120B,uncertainty_transparency,0.4
GPT-oss 120B,uncertainty_transparency,0.0
GPT-oss 120B,uncertainty_transparency,1.6
GPT-oss 120B,uncertainty_transparency,1.6
GPT-oss 120B,uncertainty_transparency,0.2
GPT-oss 120B,uncertainty_transparency,1.6
GPT-oss 120B,uncertainty_transparency,0.0
GPT-oss 120B,uncertainty_transparency,0.0
GPT-oss 120B,uncertainty_transparency,0.2
GPT-oss 120B,uncertainty_transparency,0.8
GPT-oss 120B,uncertainty_transparency,0.2
GPT-oss 120B,uncertainty_transparency,2.0
GPT-oss 120B,uncertainty_transparency,0.0
GPT-oss 120B,uncertainty_transparency,0.0
GPT-oss 120B,uncertainty_transparency,1.6
GPT-oss 120B,uncertainty_transparency,0.4
GPT-oss 120B,uncertainty_transparency,0.0
GPT-oss 120B,uncertainty_transparency,1.6
GPT-oss 120B,uncertainty_transparency,1.6
GPT-oss 120B,uncertainty_transparency,0.2
GPT-oss 120B,uncertainty_transparency,1.6
GPT-oss 120B,uncertainty_transparency,0.0
GPT-oss 120B,uncertainty_transparency,0.0
GPT-oss 120B,uncertainty_transparency,0.2
GPT-oss 120B,uncertainty_transparency,0.8
GPT-oss 120B,uncertainty_transparency,0.2
GPT-oss 120B,uncertainty_transparency,2.0
GPT-oss 120B,uncertainty_transparency,0.0
GPT-oss 120B,uncertainty_transparency,2.0
GPT-oss 120B,uncertainty_transparency,0.0
GPT-oss 120B,uncertainty_transparency,1.0
GPT-oss 120B,uncertainty_transparency,0.2
GPT-oss 120B,uncertainty_transparency,0.2
GPT-oss 120B,uncertainty_transparency,0.2
GPT-oss 120B,uncertainty_transparency,1.0
GPT-oss 120B,uncertainty_transparency,1.6
GPT-oss 120B,uncertainty_transparency,0.2
GPT-oss 120B,uncertainty_transparency,2.0
GPT-oss 120B,uncertainty_transparency,0.2
GPT-oss 120B,uncertainty_transparency,0.0
GPT-oss 120B,uncertainty_transparency,0.2
GPT-oss 120B,uncertainty_transparency,0.0
GPT-oss 120B,uncertainty_transparency,0.4
GPT-oss 120B,uncertainty_transparency,2.0
GPT-oss 120B,uncertainty_transparency,0.0
GPT-oss 120B,uncertainty_transparency,1.0
GPT-oss 120B,uncertainty_transparency,0.2
GPT-oss 120B,uncertainty_transparency,0.2
GPT-oss 120B,uncertainty_transparency,0.2
GPT-oss 120B,uncertainty_transparency,1.0
GPT-oss 120B,uncertainty_transparency,1.6
GPT-oss 120B,uncertainty_transparency,0.2
GPT-oss 120B,uncertainty_transparency,2.0
GPT-oss 120B,uncertainty_transparency,0.2
GPT-oss 120B,uncertainty_transparency,0.0
GPT-oss 120B,uncertainty_transparency,0.2
GPT-oss 120B,uncertainty_transparency,0.0
GPT-oss 120B,uncertainty_transparency,0.4
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,cognitive_forcing,0.0
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,2.8
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,0.4
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,2.8
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,0.4
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,0.0
GLM 5.1,complementarity,0.0
GLM 5.1,contrastive_explanation,2.4
GLM 5.1,contrastive_explanation,1.4
GLM 5.1,contrastive_explanation,2.8
GLM 5.1,contrastive_explanation,1.8
GLM 5.1,contrastive_explanation,2.4
GLM 5.1,contrastive_explanation,1.0
GLM 5.1,contrastive_explanation,1.0
GLM 5.1,contrastive_explanation,1.0
GLM 5.1,contrastive_explanation,1.2
GLM 5.1,contrastive_explanation,2.0
GLM 5.1,contrastive_explanation,1.0
GLM 5.1,contrastive_explanation,1.2
GLM 5.1,contrastive_explanation,1.2
GLM 5.1,contrastive_explanation,2.4
GLM 5.1,contrastive_explanation,1.6
GLM 5.1,contrastive_explanation,2.4
GLM 5.1,contrastive_explanation,1.4
GLM 5.1,contrastive_explanation,2.8
GLM 5.1,contrastive_explanation,1.8
GLM 5.1,contrastive_explanation,2.4
GLM 5.1,contrastive_explanation,1.0
GLM 5.1,contrastive_explanation,1.0
GLM 5.1,contrastive_explanation,1.0
GLM 5.1,contrastive_explanation,1.2
GLM 5.1,contrastive_explanation,2.0
GLM 5.1,contrastive_explanation,1.0
GLM 5.1,contrastive_explanation,1.2
GLM 5.1,contrastive_explanation,1.2
GLM 5.1,contrastive_explanation,2.4
GLM 5.1,contrastive_explanation,1.6
GLM 5.1,draft_annotation,1.6
GLM 5.1,draft_annotation,0.0
GLM 5.1,draft_annotation,1.2
GLM 5.1,draft_annotation,0.8
GLM 5.1,draft_annotation,0.0
GLM 5.1,draft_annotation,0.0
GLM 5.1,draft_annotation,0.2
GLM 5.1,draft_annotation,0.0
GLM 5.1,draft_annotation,0.0
GLM 5.1,draft_annotation,0.6
GLM 5.1,draft_annotation,0.0
GLM 5.1,draft_annotation,0.8
GLM 5.1,draft_annotation,0.0
GLM 5.1,draft_annotation,0.0
GLM 5.1,draft_annotation,0.0
GLM 5.1,draft_annotation,1.6
GLM 5.1,draft_annotation,0.0
GLM 5.1,draft_annotation,1.2
GLM 5.1,draft_annotation,0.8
GLM 5.1,draft_annotation,0.0
GLM 5.1,draft_annotation,0.0
GLM 5.1,draft_annotation,0.2
GLM 5.1,draft_annotation,0.0
GLM 5.1,draft_annotation,0.0
GLM 5.1,draft_annotation,0.6
GLM 5.1,draft_annotation,0.0
GLM 5.1,draft_annotation,0.8
GLM 5.1,draft_annotation,0.0
GLM 5.1,draft_annotation,0.0
GLM 5.1,draft_annotation,0.0
GLM 5.1,skill_preservation,2.0
GLM 5.1,skill_preservation,2.0
GLM 5.1,skill_preservation,1.0
GLM 5.1,skill_preservation,2.0
GLM 5.1,skill_preservation,1.8
GLM 5.1,skill_preservation,2.0
GLM 5.1,skill_preservation,2.0
GLM 5.1,skill_preservation,1.6
GLM 5.1,skill_preservation,2.0
GLM 5.1,skill_preservation,1.6
GLM 5.1,skill_preservation,2.0
GLM 5.1,skill_preservation,2.2
GLM 5.1,skill_preservation,2.0
GLM 5.1,skill_preservation,2.0
GLM 5.1,skill_preservation,2.0
GLM 5.1,skill_preservation,2.0
GLM 5.1,skill_preservation,2.0
GLM 5.1,skill_preservation,1.0
GLM 5.1,skill_preservation,2.0
GLM 5.1,skill_preservation,1.8
GLM 5.1,skill_preservation,2.0
GLM 5.1,skill_preservation,2.0
GLM 5.1,skill_preservation,1.6
GLM 5.1,skill_preservation,2.0
GLM 5.1,skill_preservation,1.6
GLM 5.1,skill_preservation,2.0
GLM 5.1,skill_preservation,2.2
GLM 5.1,skill_preservation,2.0
GLM 5.1,skill_preservation,2.0
GLM 5.1,skill_preservation,2.0
GLM 5.1,uncertainty_transparency,0.0
GLM 5.1,uncertainty_transparency,0.8
GLM 5.1,uncertainty_transparency,0.0
GLM 5.1,uncertainty_transparency,0.4
GLM 5.1,uncertainty_transparency,0.0
GLM 5.1,uncertainty_transparency,0.0
GLM 5.1,uncertainty_transparency,0.0
GLM 5.1,uncertainty_transparency,1.0
GLM 5.1,uncertainty_transparency,0.0
GLM 5.1,uncertainty_transparency,0.8
GLM 5.1,uncertainty_transparency,1.0
GLM 5.1,uncertainty_transparency,0.0
GLM 5.1,uncertainty_transparency,0.8
GLM 5.1,uncertainty_transparency,0.2
GLM 5.1,uncertainty_transparency,1.0
GLM 5.1,uncertainty_transparency,0.0
GLM 5.1,uncertainty_transparency,0.8
GLM 5.1,uncertainty_transparency,0.0
GLM 5.1,uncertainty_transparency,0.4
GLM 5.1,uncertainty_transparency,0.0
GLM 5.1,uncertainty_transparency,0.0
GLM 5.1,uncertainty_transparency,0.0
GLM 5.1,uncertainty_transparency,1.0
GLM 5.1,uncertainty_transparency,0.0
GLM 5.1,uncertainty_transparency,0.8
GLM 5.1,uncertainty_transparency,1.0
GLM 5.1,uncertainty_transparency,0.0
GLM 5.1,uncertainty_transparency,0.8
GLM 5.1,uncertainty_transparency,0.2
GLM 5.1,uncertainty_transparency,1.0
Llama 3.1 70B,cognitive_forcing,0.0
Llama 3.1 70B,cognitive_forcing,0.0
Llama 3.1 70B,cognitive_forcing,0.0
Llama 3.1 70B,cognitive_forcing,0.0
Llama 3.1 70B,cognitive_forcing,0.0
Llama 3.1 70B,cognitive_forcing,0.0
Llama 3.1 70B,cognitive_forcing,1.0
Llama 3.1 70B,cognitive_forcing,2.0
Llama 3.1 70B,cognitive_forcing,3.0
Llama 3.1 70B,cognitive_forcing,0.0
Llama 3.1 70B,cognitive_forcing,2.0
Llama 3.1 70B,cognitive_forcing,2.0
Llama 3.1 70B,cognitive_forcing,0.0
Llama 3.1 70B,cognitive_forcing,1.0
Llama 3.1 70B,cognitive_forcing,0.0
Llama 3.1 70B,cognitive_forcing,0.0
Llama 3.1 70B,cognitive_forcing,1.0
Llama 3.1 70B,cognitive_forcing,0.0
Llama 3.1 70B,cognitive_forcing,0.0
Llama 3.1 70B,cognitive_forcing,0.0
Llama 3.1 70B,cognitive_forcing,1.0
Llama 3.1 70B,cognitive_forcing,0.0
Llama 3.1 70B,cognitive_forcing,0.0
Llama 3.1 70B,cognitive_forcing,1.0
Llama 3.1 70B,cognitive_forcing,0.0
Llama 3.1 70B,cognitive_forcing,0.0
Llama 3.1 70B,cognitive_forcing,0.0
Llama 3.1 70B,cognitive_forcing,0.0
Llama 3.1 70B,cognitive_forcing,1.0
Llama 3.1 70B,cognitive_forcing,0.0
Llama 3.1 70B,complementarity,1.0
Llama 3.1 70B,complementarity,2.0
Llama 3.1 70B,complementarity,1.0
Llama 3.1 70B,complementarity,3.0
Llama 3.1 70B,complementarity,3.0
Llama 3.1 70B,complementarity,3.0
Llama 3.1 70B,complementarity,1.0
Llama 3.1 70B,complementarity,1.0
Llama 3.1 70B,complementarity,1.0
Llama 3.1 70B,complementarity,3.0
Llama 3.1 70B,complementarity,1.0
Llama 3.1 70B,complementarity,3.0
Llama 3.1 70B,complementarity,3.0
Llama 3.1 70B,complementarity,1.0
Llama 3.1 70B,complementarity,3.0
Llama 3.1 70B,complementarity,1.0
Llama 3.1 70B,complementarity,1.0
Llama 3.1 70B,complementarity,1.0
Llama 3.1 70B,complementarity,1.0
Llama 3.1 70B,complementarity,1.0
Llama 3.1 70B,complementarity,0.0
Llama 3.1 70B,complementarity,1.0
Llama 3.1 70B,complementarity,1.0
Llama 3.1 70B,complementarity,1.0
Llama 3.1 70B,complementarity,1.0
Llama 3.1 70B,complementarity,1.0
Llama 3.1 70B,complementarity,1.0
Llama 3.1 70B,complementarity,3.0
Llama 3.1 70B,complementarity,1.0
Llama 3.1 70B,complementarity,1.0
Llama 3.1 70B,contrastive_explanation,1.0
Llama 3.1 70B,contrastive_explanation,2.0
Llama 3.1 70B,contrastive_explanation,1.0
Llama 3.1 70B,contrastive_explanation,2.0
Llama 3.1 70B,contrastive_explanation,1.0
Llama 3.1 70B,contrastive_explanation,3.0
Llama 3.1 70B,contrastive_explanation,1.0
Llama 3.1 70B,contrastive_explanation,1.0
Llama 3.1 70B,contrastive_explanation,2.0
Llama 3.1 70B,contrastive_explanation,3.0
Llama 3.1 70B,contrastive_explanation,2.0
Llama 3.1 70B,contrastive_explanation,2.0
Llama 3.1 70B,contrastive_explanation,1.0
Llama 3.1 70B,contrastive_explanation,1.0
Llama 3.1 70B,contrastive_explanation,1.0
Llama 3.1 70B,contrastive_explanation,1.0
Llama 3.1 70B,contrastive_explanation,2.0
Llama 3.1 70B,contrastive_explanation,2.0
Llama 3.1 70B,contrastive_explanation,2.0
Llama 3.1 70B,contrastive_explanation,1.0
Llama 3.1 70B,contrastive_explanation,3.0
Llama 3.1 70B,contrastive_explanation,1.0
Llama 3.1 70B,contrastive_explanation,3.0
Llama 3.1 70B,contrastive_explanation,3.0
Llama 3.1 70B,contrastive_explanation,3.0
Llama 3.1 70B,contrastive_explanation,2.0
Llama 3.1 70B,contrastive_explanation,3.0
Llama 3.1 70B,contrastive_explanation,1.0
Llama 3.1 70B,contrastive_explanation,1.0
Llama 3.1 70B,contrastive_explanation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,2.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,draft_annotation,1.0
Llama 3.1 70B,skill_preservation,2.0
Llama 3.1 70B,skill_preservation,2.0
Llama 3.1 70B,skill_preservation,1.0
Llama 3.1 70B,skill_preservation,1.0
Llama 3.1 70B,skill_preservation,2.0
Llama 3.1 70B,skill_preservation,2.0
Llama 3.1 70B,skill_preservation,2.0
Llama 3.1 70B,skill_preservation,2.0
Llama 3.1 70B,skill_preservation,2.0
Llama 3.1 70B,skill_preservation,2.0
Llama 3.1 70B,skill_preservation,2.0
Llama 3.1 70B,skill_preservation,2.0
Llama 3.1 70B,skill_preservation,2.0
Llama 3.1 70B,skill_preservation,2.0
Llama 3.1 70B,skill_preservation,2.0
Llama 3.1 70B,skill_preservation,2.0
Llama 3.1 70B,skill_preservation,1.0
Llama 3.1 70B,skill_preservation,1.0
Llama 3.1 70B,skill_preservation,1.0
Llama 3.1 70B,skill_preservation,2.0
Llama 3.1 70B,skill_preservation,2.0
Llama 3.1 70B,skill_preservation,1.0
Llama 3.1 70B,skill_preservation,2.0
Llama 3.1 70B,skill_preservation,2.0
Llama 3.1 70B,skill_preservation,2.0
Llama 3.1 70B,skill_preservation,2.0
Llama 3.1 70B,skill_preservation,1.0
Llama 3.1 70B,skill_preservation,2.0
Llama 3.1 70B,skill_preservation,2.0
Llama 3.1 70B,skill_preservation,2.0
Llama 3.1 70B,uncertainty_transparency,0.0
Llama 3.1 70B,uncertainty_transparency,1.0
Llama 3.1 70B,uncertainty_transparency,1.0
Llama 3.1 70B,uncertainty_transparency,2.0
Llama 3.1 70B,uncertainty_transparency,1.0
Llama 3.1 70B,uncertainty_transparency,2.0
Llama 3.1 70B,uncertainty_transparency,2.0
Llama 3.1 70B,uncertainty_transparency,1.0
Llama 3.1 70B,uncertainty_transparency,1.0
Llama 3.1 70B,uncertainty_transparency,1.0
Llama 3.1 70B,uncertainty_transparency,1.0
Llama 3.1 70B,uncertainty_transparency,1.0
Llama 3.1 70B,uncertainty_transparency,1.0
Llama 3.1 70B,uncertainty_transparency,2.0
Llama 3.1 70B,uncertainty_transparency,1.0
Llama 3.1 70B,uncertainty_transparency,2.0
Llama 3.1 70B,uncertainty_transparency,1.0
Llama 3.1 70B,uncertainty_transparency,2.0
Llama 3.1 70B,uncertainty_transparency,1.0
Llama 3.1 70B,uncertainty_transparency,2.0
Llama 3.1 70B,uncertainty_transparency,2.0
Llama 3.1 70B,uncertainty_transparency,2.0
Llama 3.1 70B,uncertainty_transparency,1.0
Llama 3.1 70B,uncertainty_transparency,2.0
Llama 3.1 70B,uncertainty_transparency,2.0
Llama 3.1 70B,uncertainty_transparency,2.0
Llama 3.1 70B,uncertainty_transparency,2.0
Llama 3.1 70B,uncertainty_transparency,2.0
Llama 3.1 70B,uncertainty_transparency,2.0
Llama 3.1 70B,uncertainty_transparency,2.0
Mistral Small 3.1,cognitive_forcing,0.0
Mistral Small 3.1,cognitive_forcing,1.0
Mistral Small 3.1,cognitive_forcing,0.0
Mistral Small 3.1,cognitive_forcing,0.0
Mistral Small 3.1,cognitive_forcing,0.0
Mistral Small 3.1,cognitive_forcing,0.0
Mistral Small 3.1,cognitive_forcing,0.0
Mistral Small 3.1,cognitive_forcing,0.0
Mistral Small 3.1,cognitive_forcing,0.0
Mistral Small 3.1,cognitive_forcing,0.0
Mistral Small 3.1,cognitive_forcing,0.0
Mistral Small 3.1,cognitive_forcing,0.0
Mistral Small 3.1,cognitive_forcing,0.0
Mistral Small 3.1,cognitive_forcing,1.0
Mistral Small 3.1,cognitive_forcing,0.0
Mistral Small 3.1,complementarity,1.0
Mistral Small 3.1,complementarity,1.0
Mistral Small 3.1,complementarity,1.0
Mistral Small 3.1,complementarity,1.0
Mistral Small 3.1,complementarity,1.0
Mistral Small 3.1,complementarity,0.0
Mistral Small 3.1,complementarity,0.0
Mistral Small 3.1,complementarity,1.0
Mistral Small 3.1,complementarity,1.0
Mistral Small 3.1,complementarity,1.0
Mistral Small 3.1,complementarity,1.0
Mistral Small 3.1,complementarity,1.0
Mistral Small 3.1,complementarity,2.0
Mistral Small 3.1,complementarity,1.0
Mistral Small 3.1,complementarity,1.0
Mistral Small 3.1,contrastive_explanation,1.0
Mistral Small 3.1,contrastive_explanation,2.0
Mistral Small 3.1,contrastive_explanation,1.0
Mistral Small 3.1,contrastive_explanation,1.0
Mistral Small 3.1,contrastive_explanation,1.0
Mistral Small 3.1,contrastive_explanation,1.0
Mistral Small 3.1,contrastive_explanation,3.0
Mistral Small 3.1,contrastive_explanation,1.0
Mistral Small 3.1,contrastive_explanation,1.0
Mistral Small 3.1,contrastive_explanation,3.0
Mistral Small 3.1,contrastive_explanation,1.0
Mistral Small 3.1,contrastive_explanation,1.0
Mistral Small 3.1,contrastive_explanation,1.0
Mistral Small 3.1,contrastive_explanation,1.0
Mistral Small 3.1,contrastive_explanation,1.0
Mistral Small 3.1,draft_annotation,1.0
Mistral Small 3.1,draft_annotation,1.0
Mistral Small 3.1,draft_annotation,1.0
Mistral Small 3.1,draft_annotation,1.0
Mistral Small 3.1,draft_annotation,1.0
Mistral Small 3.1,draft_annotation,1.0
Mistral Small 3.1,draft_annotation,1.0
Mistral Small 3.1,draft_annotation,1.0
Mistral Small 3.1,draft_annotation,1.0
Mistral Small 3.1,draft_annotation,1.0
Mistral Small 3.1,draft_annotation,1.0
Mistral Small 3.1,draft_annotation,1.0
Mistral Small 3.1,draft_annotation,1.0
Mistral Small 3.1,draft_annotation,1.0
Mistral Small 3.1,draft_annotation,1.0
Mistral Small 3.1,skill_preservation,2.0
Mistral Small 3.1,skill_preservation,1.0
Mistral Small 3.1,skill_preservation,1.0
Mistral Small 3.1,skill_preservation,1.0
Mistral Small 3.1,skill_preservation,2.0
Mistral Small 3.1,skill_preservation,2.0
Mistral Small 3.1,skill_preservation,2.0
Mistral Small 3.1,skill_preservation,2.0
Mistral Small 3.1,skill_preservation,2.0
Mistral Small 3.1,skill_preservation,2.0
Mistral Small 3.1,skill_preservation,2.0
Mistral Small 3.1,skill_preservation,1.0
Mistral Small 3.1,skill_preservation,2.0
Mistral Small 3.1,skill_preservation,2.0
Mistral Small 3.1,skill_preservation,2.0
Mistral Small 3.1,uncertainty_transparency,2.0
Mistral Small 3.1,uncertainty_transparency,1.0
Mistral Small 3.1,uncertainty_transparency,2.0
Mistral Small 3.1,uncertainty_transparency,2.0
Mistral Small 3.1,uncertainty_transparency,2.0
Mistral Small 3.1,uncertainty_transparency,2.0
Mistral Small 3.1,uncertainty_transparency,2.0
Mistral Small 3.1,uncertainty_transparency,1.0
Mistral Small 3.1,uncertainty_transparency,2.0
Mistral Small 3.1,uncertainty_transparency,2.0
Mistral Small 3.1,uncertainty_transparency,2.0
Mistral Small 3.1,uncertainty_transparency,2.0
Mistral Small 3.1,uncertainty_transparency,1.0
Mistral Small 3.1,uncertainty_transparency,2.0
Mistral Small 3.1,uncertainty_transparency,2.0
Qwen2.5 72B,cognitive_forcing,0.0
Qwen2.5 72B,cognitive_forcing,1.0
Qwen2.5 72B,cognitive_forcing,0.0
Qwen2.5 72B,cognitive_forcing,0.0
Qwen2.5 72B,cognitive_forcing,0.0
Qwen2.5 72B,cognitive_forcing,0.0
Qwen2.5 72B,cognitive_forcing,1.0
Qwen2.5 72B,cognitive_forcing,0.0
Qwen2.5 72B,cognitive_forcing,0.0
Qwen2.5 72B,cognitive_forcing,0.0
Qwen2.5 72B,cognitive_forcing,0.0
Qwen2.5 72B,cognitive_forcing,0.0
Qwen2.5 72B,cognitive_forcing,1.0
Qwen2.5 72B,cognitive_forcing,1.0
Qwen2.5 72B,cognitive_forcing,0.0
Qwen2.5 72B,complementarity,1.0
Qwen2.5 72B,complementarity,1.0
Qwen2.5 72B,complementarity,1.0
Qwen2.5 72B,complementarity,1.0
Qwen2.5 72B,complementarity,1.0
Qwen2.5 72B,complementarity,0.0
Qwen2.5 72B,complementarity,0.0
Qwen2.5 72B,complementarity,1.0
Qwen2.5 72B,complementarity,1.0
Qwen2.5 72B,complementarity,1.0
Qwen2.5 72B,complementarity,1.0
Qwen2.5 72B,complementarity,1.0
Qwen2.5 72B,complementarity,3.0
Qwen2.5 72B,complementarity,1.0
Qwen2.5 72B,complementarity,1.0
Qwen2.5 72B,contrastive_explanation,1.0
Qwen2.5 72B,contrastive_explanation,2.0
Qwen2.5 72B,contrastive_explanation,2.0
Qwen2.5 72B,contrastive_explanation,1.0
Qwen2.5 72B,contrastive_explanation,1.0
Qwen2.5 72B,contrastive_explanation,1.0
Qwen2.5 72B,contrastive_explanation,1.0
Qwen2.5 72B,contrastive_explanation,2.0
Qwen2.5 72B,contrastive_explanation,1.0
Qwen2.5 72B,contrastive_explanation,1.0
Qwen2.5 72B,contrastive_explanation,1.0
Qwen2.5 72B,contrastive_explanation,1.0
Qwen2.5 72B,contrastive_explanation,1.0
Qwen2.5 72B,contrastive_explanation,2.0
Qwen2.5 72B,contrastive_explanation,1.0
Qwen2.5 72B,draft_annotation,1.0
Qwen2.5 72B,draft_annotation,1.0
Qwen2.5 72B,draft_annotation,1.0
Qwen2.5 72B,draft_annotation,1.0
Qwen2.5 72B,draft_annotation,1.0
Qwen2.5 72B,draft_annotation,1.0
Qwen2.5 72B,draft_annotation,1.0
Qwen2.5 72B,draft_annotation,1.0
Qwen2.5 72B,draft_annotation,1.0
Qwen2.5 72B,draft_annotation,1.0
Qwen2.5 72B,draft_annotation,1.0
Qwen2.5 72B,draft_annotation,1.0
Qwen2.5 72B,draft_annotation,1.0
Qwen2.5 72B,draft_annotation,1.0
Qwen2.5 72B,draft_annotation,1.0
Qwen2.5 72B,skill_preservation,2.0
Qwen2.5 72B,skill_preservation,1.0
Qwen2.5 72B,skill_preservation,1.0
Qwen2.5 72B,skill_preservation,1.0
Qwen2.5 72B,skill_preservation,2.0
Qwen2.5 72B,skill_preservation,2.0
Qwen2.5 72B,skill_preservation,2.0
Qwen2.5 72B,skill_preservation,2.0
Qwen2.5 72B,skill_preservation,2.0
Qwen2.5 72B,skill_preservation,2.0
Qwen2.5 72B,skill_preservation,2.0
Qwen2.5 72B,skill_preservation,1.0
Qwen2.5 72B,skill_preservation,2.0
Qwen2.5 72B,skill_preservation,2.0
Qwen2.5 72B,skill_preservation,2.0
